,File name,Net string,Traces
322,BPI Challenge 2017 - Offer log.a32b0872-6477-43d7-b061-53102bf5e267.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'O_Accepted'), (n6, 'O_Sent (online only)'), (n7, 'O_Returned'), (n8, 'O_Create Offer'), (n9, 'O_Created') ]
arcs: [ (n6, 'O_Sent (online only)')->n2, (n6, 'O_Sent (online only)')->n4, (n8, 'O_Create Offer')->n3, (n8, 'O_Create Offer')->n5, (n9, 'O_Created')->n1, n1->(n6, 'O_Sent (online only)'), n2->(n7, 'O_Returned'), n3->(n9, 'O_Created'), n4->(n10, 'O_Accepted'), n5->(n6, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Accepted', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Accepted']]"
323,BPI Challenge 2017 - Offer log.1812b670-5427-4e61-9d57-7fa1188affed.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (online only)'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n5, 'O_Returned')->n4, (n6, 'O_Sent (online only)')->n3, (n7, 'O_Create Offer')->n2, (n8, 'O_Created')->n1, n1->(n5, 'O_Returned'), n2->(n8, 'O_Created'), n3->(n9, 'O_Accepted'), n4->(n9, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Accepted'], ['O_Sent (online only)', 'O_Create Offer', 'O_Created', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Sent (online only)', 'O_Created', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Returned', 'O_Sent (online only)', 'O_Accepted']]"
324,BPI Challenge 2017 - Offer log.84964c19-4394-473c-9917-7fd662672615.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Sent (online only)'), (n5, 'O_Returned'), (n6, 'O_Created'), (n7, 'O_Accepted') ]
arcs: [ (n4, 'O_Sent (online only)')->n2, (n5, 'O_Returned')->n3, (n6, 'O_Created')->n1, n1->(n5, 'O_Returned'), n2->(n5, 'O_Returned'), n3->(n7, 'O_Accepted') ], [], [])","[['O_Sent (online only)', 'O_Created', 'O_Returned', 'O_Accepted'], ['O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Accepted']]"
325,BPI Challenge 2017 - Offer log.f866ab78-76cb-4a3b-a042-a603f341eace.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Sent (online only)'), (n5, 'O_Returned'), (n6, 'O_Create Offer'), (n7, 'O_Accepted') ]
arcs: [ (n4, 'O_Sent (online only)')->n1, (n4, 'O_Sent (online only)')->n2, (n6, 'O_Create Offer')->n3, n1->(n5, 'O_Returned'), n2->(n7, 'O_Accepted'), n3->(n4, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Sent (online only)', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Sent (online only)', 'O_Accepted', 'O_Returned']]"
326,BPI Challenge 2017 - Offer log.666c1b53-171f-46c1-b41d-462a635d821c.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Sent (online only)'), (n5, 'O_Returned'), (n6, 'O_Create Offer'), (n7, 'O_Created') ]
arcs: [ (n4, 'O_Sent (online only)')->n2, (n6, 'O_Create Offer')->n3, (n7, 'O_Created')->n1, n1->(n4, 'O_Sent (online only)'), n2->(n5, 'O_Returned'), n3->(n4, 'O_Sent (online only)') ], [], [])","[['O_Created', 'O_Create Offer', 'O_Sent (online only)', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned']]"
327,BPI Challenge 2017 - Offer log.7eecac0b-98ee-4cd9-9e19-80a952f74fbe.pnml,"(places: [ n1, n2 ]
transitions: [ (n3, 'O_Sent (mail and online)'), (n4, 'O_Create Offer'), (n5, 'O_Cancelled') ]
arcs: [ (n4, 'O_Create Offer')->n1, (n4, 'O_Create Offer')->n2, n1->(n5, 'O_Cancelled'), n2->(n3, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Cancelled'], ['O_Create Offer', 'O_Cancelled', 'O_Sent (mail and online)']]"
328,BPI Challenge 2017 - Offer log.6fb16187-b455-481b-b9b6-986463e66aa1.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Create Offer'), (n8, 'O_Refused'), (n9, 'O_Created') ]
arcs: [ (n6, 'O_Returned')->n3, (n7, 'O_Create Offer')->n4, (n9, 'O_Created')->n1, (n9, 'O_Created')->n2, n1->(n6, 'O_Returned'), n2->(n5, 'O_Sent (online only)'), n3->(n8, 'O_Refused'), n4->(n9, 'O_Created') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Returned', 'O_Refused', 'O_Sent (online only)'], ['O_Create Offer', 'O_Created', 'O_Returned', 'O_Sent (online only)', 'O_Refused'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Refused']]"
329,BPI Challenge 2017 - Offer log.b1bc0746-6e93-428f-8641-fba89a742c00.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Create Offer'), (n6, 'O_Created'), (n7, 'O_Accepted') ]
arcs: [ (n4, 'O_Returned')->n3, (n5, 'O_Create Offer')->n2, (n6, 'O_Created')->n1, n1->(n7, 'O_Accepted'), n2->(n6, 'O_Created'), n3->(n7, 'O_Accepted') ], [], [])","[['O_Returned', 'O_Create Offer', 'O_Created', 'O_Accepted'], ['O_Create Offer', 'O_Returned', 'O_Created', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Returned', 'O_Accepted']]"
330,BPI Challenge 2017 - Offer log.f7a4344b-c17d-4b98-aed3-be1c84e4f029.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'O_Created'), (n6, 'O_Sent (online only)'), (n7, 'O_Returned'), (n8, 'O_Create Offer'), (n9, 'O_Refused') ]
arcs: [ (n10, 'O_Created')->n1, (n6, 'O_Sent (online only)')->n2, (n7, 'O_Returned')->n3, (n8, 'O_Create Offer')->n4, (n8, 'O_Create Offer')->n5, n1->(n7, 'O_Returned'), n2->(n7, 'O_Returned'), n3->(n9, 'O_Refused'), n4->(n10, 'O_Created'), n5->(n6, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Refused'], ['O_Create Offer', 'O_Sent (online only)', 'O_Created', 'O_Returned', 'O_Refused']]"
331,BPI Challenge 2017 - Offer log.5d1ce9ab-b100-4ae5-a995-89bec151b4dd.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Sent (online only)'), (n5, 'O_Create Offer'), (n6, 'O_Created'), (n7, 'O_Accepted') ]
arcs: [ (n5, 'O_Create Offer')->n3, (n6, 'O_Created')->n1, (n6, 'O_Created')->n2, n1->(n7, 'O_Accepted'), n2->(n4, 'O_Sent (online only)'), n3->(n6, 'O_Created') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Accepted', 'O_Sent (online only)'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Accepted']]"
332,BPI Challenge 2017 - Offer log.56297cb6-0cc9-47e4-867b-8d7215d45bf0.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Sent (online only)'), (n5, 'O_Returned'), (n6, 'O_Create Offer'), (n7, 'O_Refused') ]
arcs: [ (n4, 'O_Sent (online only)')->n1, (n6, 'O_Create Offer')->n2, (n6, 'O_Create Offer')->n3, n1->(n7, 'O_Refused'), n2->(n5, 'O_Returned'), n3->(n4, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Returned', 'O_Sent (online only)', 'O_Refused'], ['O_Create Offer', 'O_Sent (online only)', 'O_Returned', 'O_Refused'], ['O_Create Offer', 'O_Sent (online only)', 'O_Refused', 'O_Returned']]"
333,BPI Challenge 2017 - Offer log.593b48eb-fda2-4012-b9bc-9adab84c140f.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Sent (mail and online)'), (n6, 'O_Create Offer'), (n7, 'O_Cancelled') ]
arcs: [ (n4, 'O_Returned')->n3, (n5, 'O_Sent (mail and online)')->n1, (n6, 'O_Create Offer')->n2, n1->(n7, 'O_Cancelled'), n2->(n4, 'O_Returned'), n3->(n7, 'O_Cancelled') ], [], [])","[['O_Sent (mail and online)', 'O_Create Offer', 'O_Returned', 'O_Cancelled'], ['O_Create Offer', 'O_Returned', 'O_Sent (mail and online)', 'O_Cancelled'], ['O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Cancelled']]"
334,BPI Challenge 2017 - Offer log.36d50e64-d487-4249-85be-8d49a88d0e37.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'O_Accepted'), (n6, 'O_Sent (online only)'), (n7, 'O_Returned'), (n8, 'O_Create Offer'), (n9, 'O_Created') ]
arcs: [ (n6, 'O_Sent (online only)')->n3, (n7, 'O_Returned')->n5, (n8, 'O_Create Offer')->n4, (n9, 'O_Created')->n1, (n9, 'O_Created')->n2, n1->(n7, 'O_Returned'), n2->(n6, 'O_Sent (online only)'), n3->(n7, 'O_Returned'), n4->(n9, 'O_Created'), n5->(n10, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Accepted']]"
335,BPI Challenge 2017 - Offer log.c76957ac-25be-4acb-8e5f-e0715e44d243.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Create Offer'), (n6, 'O_Created'), (n7, 'O_Accepted') ]
arcs: [ (n4, 'O_Returned')->n2, (n5, 'O_Create Offer')->n3, (n6, 'O_Created')->n1, n1->(n4, 'O_Returned'), n2->(n7, 'O_Accepted'), n3->(n7, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Returned', 'O_Accepted'], ['O_Created', 'O_Returned', 'O_Create Offer', 'O_Accepted'], ['O_Created', 'O_Create Offer', 'O_Returned', 'O_Accepted']]"
336,BPI Challenge 2017 - Offer log.f5e8e133-2573-4ed7-8be6-f52ce35c2ef8.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Create Offer'), (n8, 'O_Refused'), (n9, 'O_Created') ]
arcs: [ (n5, 'O_Sent (online only)')->n3, (n7, 'O_Create Offer')->n4, (n9, 'O_Created')->n1, (n9, 'O_Created')->n2, n1->(n6, 'O_Returned'), n2->(n5, 'O_Sent (online only)'), n3->(n8, 'O_Refused'), n4->(n9, 'O_Created') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Returned', 'O_Sent (online only)', 'O_Refused'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Refused', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Refused']]"
337,BPI Challenge 2017 - Offer log.f75df1fa-f73b-40a3-8650-627b2a3696a3.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Create Offer'), (n7, 'O_Created'), (n8, 'O_Cancelled') ]
arcs: [ (n5, 'O_Sent (online only)')->n2, (n6, 'O_Create Offer')->n3, (n6, 'O_Create Offer')->n4, (n7, 'O_Created')->n1, n1->(n5, 'O_Sent (online only)'), n2->(n8, 'O_Cancelled'), n3->(n7, 'O_Created'), n4->(n5, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Cancelled']]"
338,BPI Challenge 2017 - Offer log.c2d02da7-9066-4bfc-a02f-5af6df8537e3.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Create Offer'), (n6, 'O_Refused'), (n7, 'O_Created') ]
arcs: [ (n4, 'O_Returned')->n2, (n5, 'O_Create Offer')->n3, (n7, 'O_Created')->n1, n1->(n4, 'O_Returned'), n2->(n6, 'O_Refused'), n3->(n4, 'O_Returned') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Returned', 'O_Refused'], ['O_Created', 'O_Create Offer', 'O_Returned', 'O_Refused']]"
339,BPI Challenge 2017 - Offer log.555bb110-cc18-4913-817f-1db3ce973f77.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Sent (mail and online)'), (n5, 'O_Create Offer'), (n6, 'O_Created'), (n7, 'O_Accepted') ]
arcs: [ (n4, 'O_Sent (mail and online)')->n2, (n5, 'O_Create Offer')->n3, (n6, 'O_Created')->n1, n1->(n4, 'O_Sent (mail and online)'), n2->(n7, 'O_Accepted'), n3->(n6, 'O_Created') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Accepted']]"
340,BPI Challenge 2017 - Offer log.1ae09a48-5fbb-47b3-9aa9-6c4d6cebb415.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Create Offer'), (n7, 'O_Refused'), (n8, 'O_Created') ]
arcs: [ (n5, 'O_Sent (online only)')->n2, (n6, 'O_Create Offer')->n3, (n6, 'O_Create Offer')->n4, (n8, 'O_Created')->n1, n1->(n5, 'O_Sent (online only)'), n2->(n7, 'O_Refused'), n3->(n8, 'O_Created'), n4->(n5, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Refused']]"
341,BPI Challenge 2017 - Offer log.a8d11895-124c-48ed-a2cd-b3f7eaa609bf.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Refused'), (n9, 'O_Created') ]
arcs: [ (n5, 'O_Returned')->n3, (n6, 'O_Sent (mail and online)')->n2, (n7, 'O_Create Offer')->n4, (n9, 'O_Created')->n1, n1->(n6, 'O_Sent (mail and online)'), n2->(n5, 'O_Returned'), n3->(n8, 'O_Refused'), n4->(n6, 'O_Sent (mail and online)') ], [], [])","[['O_Created', 'O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Refused'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Refused']]"
342,BPI Challenge 2017 - Offer log.23433f4e-a0ea-45cd-a486-b0a369609d65.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Create Offer'), (n8, 'O_Refused'), (n9, 'O_Created') ]
arcs: [ (n5, 'O_Sent (online only)')->n1, (n7, 'O_Create Offer')->n2, (n7, 'O_Create Offer')->n4, (n9, 'O_Created')->n3, n1->(n6, 'O_Returned'), n2->(n9, 'O_Created'), n3->(n8, 'O_Refused'), n4->(n5, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Sent (online only)', 'O_Returned', 'O_Created', 'O_Refused'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Refused', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Refused'], ['O_Create Offer', 'O_Created', 'O_Refused', 'O_Sent (online only)', 'O_Returned'], ['O_Create Offer', 'O_Sent (online only)', 'O_Created', 'O_Returned', 'O_Refused'], ['O_Create Offer', 'O_Sent (online only)', 'O_Created', 'O_Refused', 'O_Returned']]"
343,BPI Challenge 2017 - Offer log.c4b88855-604b-4135-ad42-824fdfef14f6.pnml,"(places: [ n1, n2 ]
transitions: [ (n3, 'O_Returned'), (n4, 'O_Create Offer'), (n5, 'O_Cancelled') ]
arcs: [ (n4, 'O_Create Offer')->n1, (n4, 'O_Create Offer')->n2, n1->(n5, 'O_Cancelled'), n2->(n3, 'O_Returned') ], [], [])","[['O_Create Offer', 'O_Cancelled', 'O_Returned'], ['O_Create Offer', 'O_Returned', 'O_Cancelled']]"
344,BPI Challenge 2017 - Offer log.21dc22ff-ac3f-4fd6-a695-1d4af3abd8d2.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'O_Cancelled'), (n6, 'O_Sent (online only)'), (n7, 'O_Returned'), (n8, 'O_Create Offer'), (n9, 'O_Created') ]
arcs: [ (n6, 'O_Sent (online only)')->n2, (n7, 'O_Returned')->n4, (n8, 'O_Create Offer')->n3, (n8, 'O_Create Offer')->n5, (n9, 'O_Created')->n1, n1->(n6, 'O_Sent (online only)'), n2->(n7, 'O_Returned'), n3->(n9, 'O_Created'), n4->(n10, 'O_Cancelled'), n5->(n6, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Cancelled']]"
345,BPI Challenge 2017 - Offer log.fdb5c367-f0b0-44f7-929e-6192e2a0b115.pnml,"(places: [ n1, n2 ]
transitions: [ (n3, 'O_Returned'), (n4, 'O_Created'), (n5, 'O_Cancelled') ]
arcs: [ (n3, 'O_Returned')->n2, (n4, 'O_Created')->n1, n1->(n3, 'O_Returned'), n2->(n5, 'O_Cancelled') ], [], [])","[['O_Created', 'O_Returned', 'O_Cancelled']]"
346,BPI Challenge 2017 - Offer log.6b2b0628-5bc9-4062-8711-b17a9e7055f9.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'O_Accepted'), (n6, 'O_Sent (online only)'), (n7, 'O_Returned'), (n8, 'O_Create Offer'), (n9, 'O_Created') ]
arcs: [ (n6, 'O_Sent (online only)')->n2, (n7, 'O_Returned')->n4, (n8, 'O_Create Offer')->n3, (n8, 'O_Create Offer')->n5, (n9, 'O_Created')->n1, n1->(n6, 'O_Sent (online only)'), n2->(n7, 'O_Returned'), n3->(n9, 'O_Created'), n4->(n10, 'O_Accepted'), n5->(n6, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Accepted']]"
347,BPI Challenge 2017 - Offer log.23d0cd38-65e9-4ddc-a1a1-a64e473a08fb.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Create Offer'), (n6, 'O_Created'), (n7, 'O_Accepted') ]
arcs: [ (n5, 'O_Create Offer')->n2, (n5, 'O_Create Offer')->n3, (n6, 'O_Created')->n1, n1->(n4, 'O_Returned'), n2->(n6, 'O_Created'), n3->(n7, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Accepted', 'O_Returned'], ['O_Create Offer', 'O_Accepted', 'O_Created', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Returned', 'O_Accepted']]"
348,BPI Challenge 2017 - Offer log.cd683fb1-a9ac-4198-a52d-10cb8a3de13a.pnml,"(places: [ n1, n2 ]
transitions: [ (n3, 'O_Create Offer'), (n4, 'O_Created'), (n5, 'O_Cancelled') ]
arcs: [ (n3, 'O_Create Offer')->n2, (n4, 'O_Created')->n1, n1->(n5, 'O_Cancelled'), n2->(n4, 'O_Created') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Cancelled']]"
349,BPI Challenge 2017 - Offer log.a5bd7d55-59a7-45af-bd88-8a121aaf4ae7.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Sent (online only)'), (n6, 'O_Refused'), (n7, 'O_Created') ]
arcs: [ (n4, 'O_Returned')->n3, (n5, 'O_Sent (online only)')->n2, (n7, 'O_Created')->n1, n1->(n4, 'O_Returned'), n2->(n6, 'O_Refused'), n3->(n6, 'O_Refused') ], [], [])","[['O_Sent (online only)', 'O_Created', 'O_Returned', 'O_Refused'], ['O_Created', 'O_Returned', 'O_Sent (online only)', 'O_Refused'], ['O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Refused']]"
350,BPI Challenge 2017 - Offer log.67523610-a1e4-4f38-9d56-821e7fe96a66.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (mail and online)'), (n6, 'O_Create Offer'), (n7, 'O_Created'), (n8, 'O_Cancelled') ]
arcs: [ (n5, 'O_Sent (mail and online)')->n2, (n6, 'O_Create Offer')->n3, (n6, 'O_Create Offer')->n4, (n7, 'O_Created')->n1, n1->(n5, 'O_Sent (mail and online)'), n2->(n8, 'O_Cancelled'), n3->(n7, 'O_Created'), n4->(n5, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Cancelled']]"
351,BPI Challenge 2017 - Offer log.a3cf010c-c1ea-43e6-bddd-4a9d143913b6.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'O_Cancelled'), (n6, 'O_Returned'), (n7, 'O_Sent (mail and online)'), (n8, 'O_Create Offer'), (n9, 'O_Created') ]
arcs: [ (n6, 'O_Returned')->n5, (n7, 'O_Sent (mail and online)')->n3, (n8, 'O_Create Offer')->n4, (n9, 'O_Created')->n1, (n9, 'O_Created')->n2, n1->(n6, 'O_Returned'), n2->(n7, 'O_Sent (mail and online)'), n3->(n10, 'O_Cancelled'), n4->(n9, 'O_Created'), n5->(n10, 'O_Cancelled') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Returned', 'O_Sent (mail and online)', 'O_Cancelled'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Cancelled']]"
352,BPI Challenge 2017 - Offer log.f75bbd01-7ac3-4e5b-920b-6fbc65d69732.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Sent (mail and online)'), (n6, 'O_Create Offer'), (n7, 'O_Refused') ]
arcs: [ (n4, 'O_Returned')->n1, (n6, 'O_Create Offer')->n2, (n6, 'O_Create Offer')->n3, n1->(n7, 'O_Refused'), n2->(n4, 'O_Returned'), n3->(n5, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Returned', 'O_Refused', 'O_Sent (mail and online)'], ['O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Refused'], ['O_Create Offer', 'O_Returned', 'O_Sent (mail and online)', 'O_Refused']]"
353,BPI Challenge 2017 - Offer log.fe76fd79-db6b-4885-a2c4-39b0c28958ed.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Sent (online only)'), (n5, 'O_Returned'), (n6, 'O_Created'), (n7, 'O_Cancelled') ]
arcs: [ (n4, 'O_Sent (online only)')->n2, (n5, 'O_Returned')->n3, (n6, 'O_Created')->n1, n1->(n5, 'O_Returned'), n2->(n5, 'O_Returned'), n3->(n7, 'O_Cancelled') ], [], [])","[['O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Cancelled'], ['O_Sent (online only)', 'O_Created', 'O_Returned', 'O_Cancelled']]"
354,BPI Challenge 2017 - Offer log.baadc802-ef3b-49d5-8b23-ed7acef13007.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Create Offer'), (n6, 'O_Created'), (n7, 'O_Accepted') ]
arcs: [ (n5, 'O_Create Offer')->n3, (n6, 'O_Created')->n1, (n6, 'O_Created')->n2, n1->(n4, 'O_Returned'), n2->(n7, 'O_Accepted'), n3->(n6, 'O_Created') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Accepted', 'O_Returned']]"
355,BPI Challenge 2017 - Offer log.875b7e2a-d4c5-403b-8986-f6bb7b1fa381.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'O_Cancelled'), (n6, 'O_Sent (online only)'), (n7, 'O_Returned'), (n8, 'O_Create Offer'), (n9, 'O_Created') ]
arcs: [ (n6, 'O_Sent (online only)')->n2, (n6, 'O_Sent (online only)')->n3, (n8, 'O_Create Offer')->n4, (n8, 'O_Create Offer')->n5, (n9, 'O_Created')->n1, n1->(n6, 'O_Sent (online only)'), n2->(n10, 'O_Cancelled'), n3->(n7, 'O_Returned'), n4->(n9, 'O_Created'), n5->(n6, 'O_Sent (online only)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Cancelled'], ['O_Create Offer', 'O_Created', 'O_Sent (online only)', 'O_Cancelled', 'O_Returned']]"
356,BPI Challenge 2017 - Offer log.e63c9a04-1f59-45ee-8227-1880bfbd9821.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'O_Created'), (n6, 'O_Returned'), (n7, 'O_Sent (mail and online)'), (n8, 'O_Create Offer'), (n9, 'O_Refused') ]
arcs: [ (n10, 'O_Created')->n1, (n6, 'O_Returned')->n2, (n7, 'O_Sent (mail and online)')->n4, (n8, 'O_Create Offer')->n3, (n8, 'O_Create Offer')->n5, n1->(n7, 'O_Sent (mail and online)'), n2->(n9, 'O_Refused'), n3->(n10, 'O_Created'), n4->(n9, 'O_Refused'), n5->(n6, 'O_Returned') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Returned', 'O_Sent (mail and online)', 'O_Refused'], ['O_Create Offer', 'O_Returned', 'O_Created', 'O_Sent (mail and online)', 'O_Refused'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Refused']]"
357,BPI Challenge 2017 - Offer log.8fa39606-a4ba-442c-9151-fa36cd97badb.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n5, 'O_Returned')->n4, (n6, 'O_Sent (mail and online)')->n1, (n7, 'O_Create Offer')->n2, (n7, 'O_Create Offer')->n3, n1->(n5, 'O_Returned'), n2->(n8, 'O_Created'), n3->(n6, 'O_Sent (mail and online)'), n4->(n9, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Sent (mail and online)', 'O_Created', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted', 'O_Created'], ['O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Created', 'O_Accepted']]"
358,BPI Challenge 2017 - Offer log.790245bb-818b-4cf1-aa81-adce587ca33a.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (online only)'), (n6, 'O_Returned'), (n7, 'O_Created'), (n8, 'O_Accepted') ]
arcs: [ (n5, 'O_Sent (online only)')->n3, (n6, 'O_Returned')->n4, (n7, 'O_Created')->n1, (n7, 'O_Created')->n2, n1->(n6, 'O_Returned'), n2->(n5, 'O_Sent (online only)'), n3->(n6, 'O_Returned'), n4->(n8, 'O_Accepted') ], [], [])","[['O_Created', 'O_Sent (online only)', 'O_Returned', 'O_Accepted']]"
