,Nets,Labels
536,BPI Challenge 2017 - Offer log.0ff367ff-3ccf-485f-b5f1-dbdef935adf4.pnml,0
537,BPI Challenge 2017 - Offer log.7d20684b-d78b-4339-bd21-116009a6efd3.pnml,0
538,BPI Challenge 2017 - Offer log.bfcf40b0-d296-4cae-9dc9-ff86eb9cb148.pnml,0
539,BPI Challenge 2017 - Offer log.0f879f6b-3c28-446b-b6ec-5c5f9661f5f0.pnml,0
540,BPI Challenge 2017 - Offer log.02e43552-22d3-4d1f-be14-eab10d276efb.pnml,8
541,BPI Challenge 2017 - Offer log.0ede0407-0bcb-4c0b-af30-980f0a453ec0.pnml,0
542,BPI Challenge 2017 - Offer log.8e77e558-0798-4176-9fa2-f0e786180191.pnml,0
543,BPI Challenge 2017 - Offer log.4e006c14-97ea-4754-844f-0581bbc4e2a3.pnml,0
544,BPI Challenge 2017 - Offer log.1d5540e4-5be1-420d-a584-3b3197dfb03e.pnml,1
545,BPI Challenge 2017 - Offer log.2699508d-b9ef-44a7-a676-4bc8d181081f.pnml,0
546,BPI Challenge 2017 - Offer log.68640c92-292d-483b-8160-8e98e4c8386c.pnml,0
547,BPI Challenge 2017 - Offer log.121f016d-f49e-4969-a9b2-c3859e10e560.pnml,0
548,BPI Challenge 2017 - Offer log.36d77944-1929-432e-a84e-0651612ef849.pnml,0
549,BPI Challenge 2017 - Offer log.65ad4bf0-5dae-475a-8217-14d48d0078f0.pnml,0
550,BPI Challenge 2017 - Offer log.6dd65b7b-1a61-40b4-a396-8c98f1ec6c15.pnml,0
551,BPI Challenge 2017 - Offer log.6f257a2d-96a3-4bbf-87ea-568023cdcb82.pnml,0
552,BPI Challenge 2017 - Offer log.9d4ac955-cec9-4f1b-af96-901640a568fc.pnml,0
553,BPI Challenge 2017 - Offer log.105a59bb-93b4-45cb-994a-1ae1be608e44.pnml,1
554,BPI Challenge 2017 - Offer log.9e377199-0bde-411f-8c62-f65eaf1a27b4.pnml,0
555,BPI Challenge 2017 - Offer log.c880bc12-9898-4445-8737-3a15fc1d6435.pnml,0
556,BPI Challenge 2017 - Offer log.7f3beb5d-2601-4b9e-aeaf-c32a725dbb52.pnml,1
557,BPI Challenge 2017 - Offer log.4c1ae476-9f21-4c66-bb70-86fc81efeb29.pnml,1
558,BPI Challenge 2017 - Offer log.72222e74-19bf-4ef9-bcc2-fff5e4dd2f3e.pnml,1
559,BPI Challenge 2017 - Offer log.4860a14d-2473-4ed7-a442-ff850b69acf0.pnml,1
560,BPI Challenge 2017 - Offer log.769a095c-0ea1-41fe-b3cf-b87d5fdf4860.pnml,0
561,BPI Challenge 2017 - Offer log.c9add667-f3a4-4824-b93d-ea5e0340f9be.pnml,0
562,BPI Challenge 2017 - Offer log.582f4f13-cc12-4ed4-93e6-d8cd29f50490.pnml,0
563,BPI Challenge 2017 - Offer log.87ead1ca-7ef3-4001-b42f-b124649758d6.pnml,1
564,BPI Challenge 2017 - Offer log.4a2d67af-b056-490c-90e0-e1fb5be596eb.pnml,0
565,BPI Challenge 2017 - Offer log.e05fad6a-4c6b-456c-9e66-1512e2a2c225.pnml,0
566,BPI Challenge 2017 - Offer log.97144983-8667-44d3-8bec-25679799352a.pnml,0
567,BPI Challenge 2017 - Offer log.0bc8d481-67ff-4f6e-869f-aac8b263cdef.pnml,0
568,BPI Challenge 2017 - Offer log.4ca74033-d8e3-4fdc-b3ea-ae9f986d8f3c.pnml,3
569,BPI Challenge 2017 - Offer log.254d8d67-2450-478c-bdf0-8d50028a14d3.pnml,0
570,BPI Challenge 2017 - Offer log.a331f078-ce2e-473c-b80c-0a7ea64f30f6.pnml,0
571,BPI Challenge 2017 - Offer log.a0ba4c41-dd21-492b-98f9-99f7c130163f.pnml,0
572,BPI Challenge 2017 - Offer log.043ffe1c-0f44-4b4b-83a2-75a254d41157.pnml,1
573,BPI Challenge 2017 - Offer log.7a163f7d-f7fc-4046-b587-e41fbc3221d2.pnml,1
574,BPI Challenge 2017 - Offer log.8fd61886-9d2a-4c24-9295-baa848815e7e.pnml,0
575,BPI Challenge 2017 - Offer log.192a38d9-e5a9-4fa4-a615-dfa7f18bee65.pnml,0
576,BPI Challenge 2017 - Offer log.679b5c69-7d4b-4a0a-a488-32142c56908b.pnml,0
577,BPI Challenge 2017 - Offer log.c088d7e3-48af-46b4-842d-f960b28a8577.pnml,0
578,BPI Challenge 2017 - Offer log.53462dc7-abda-4710-9efa-b5a6409204b4.pnml,0
579,BPI Challenge 2017 - Offer log.b113c8c8-c84a-4e08-9ecc-f6fbc6cedb0a.pnml,1
580,BPI Challenge 2017 - Offer log.2bdde2b3-3bd3-4ad9-ac30-d9e021216eab.pnml,0
581,BPI Challenge 2017 - Offer log.5af6c101-4036-45ae-aada-4bac465c2070.pnml,0
582,BPI Challenge 2017 - Offer log.5d97f60a-ed0d-4845-be35-99814a9852ff.pnml,0
583,BPI Challenge 2017 - Offer log.bcf5499a-5384-4b7f-9e3a-eb48b5ccb9ae.pnml,0
584,BPI Challenge 2017 - Offer log.fa044855-4591-4f76-9d1b-cf942acb65c0.pnml,0
585,BPI Challenge 2017 - Offer log.5f31feaa-e3fb-45e7-bc36-d36dea2a7b45.pnml,0
586,BPI Challenge 2017 - Offer log.d1df3730-92c3-4a7c-b683-dea184937745.pnml,0
587,BPI Challenge 2017 - Offer log.bf9b0923-9fab-4114-9582-6c2842bff290.pnml,0
588,BPI Challenge 2017 - Offer log.2a48b017-beb3-44aa-b915-166a0d77c38e.pnml,0
589,BPI Challenge 2017 - Offer log.12624327-2e87-44d5-9510-567e31bab159.pnml,0
590,BPI Challenge 2017 - Offer log.5ea69ba3-9df0-42fc-9b84-201d0a40321e.pnml,0
591,BPI Challenge 2017 - Offer log.720ee857-ddb5-4d0d-b1be-1723ddc26038.pnml,0
592,BPI Challenge 2017 - Offer log.dcb091b2-beaa-43ed-9402-7a89c78619ba.pnml,0
593,BPI Challenge 2017 - Offer log.059378c1-7f32-4899-87d6-db7b8bdfe837.pnml,0
594,BPI Challenge 2017 - Offer log.1e41fa03-c8b2-4981-a5ec-7a9ea4ab71c8.pnml,2
595,BPI Challenge 2017 - Offer log.5657579b-0aeb-44fa-b881-d353dbf78666.pnml,0
596,BPI Challenge 2017 - Offer log.2492e6fa-9834-4087-a4bf-fa0f0ccd41ac.pnml,0
597,BPI Challenge 2017 - Offer log.2964553b-166e-46b3-9764-a30e37ed8183.pnml,0
598,BPI Challenge 2017 - Offer log.9882e5c0-117f-45ee-b71e-24806dfac867.pnml,0
599,BPI Challenge 2017 - Offer log.7bddb676-8dfa-4e19-9e31-8de7e5dbdd42.pnml,0
