,File name,Net string,Traces
78,Hospital Billing - Event Log.9a62253c-8b42-46e2-b129-ff5967221283.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'REOPEN') ]
arcs: [ (n4, 'STORNO')->n2, (n6, 'REJECT')->n1, (n7, 'REOPEN')->n3, n1->(n7, 'REOPEN'), n2->(n5, 'DELETE'), n3->(n5, 'DELETE') ], [], [])","[['REJECT', 'STORNO', 'REOPEN', 'DELETE'], ['STORNO', 'REJECT', 'REOPEN', 'DELETE'], ['REJECT', 'REOPEN', 'STORNO', 'DELETE']]"
79,Hospital Billing - Event Log.623790fe-21ad-41a7-b21b-e57022827299.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'CHANGE DIAGN'), (n6, 'STORNO'), (n7, 'REOPEN'), (n8, 'REJECT'), (n9, 'CODE ERROR') ]
arcs: [ (n6, 'STORNO')->n2, (n7, 'REOPEN')->n5, (n8, 'REJECT')->n1, (n8, 'REJECT')->n4, (n9, 'CODE ERROR')->n3, n1->(n7, 'REOPEN'), n2->(n8, 'REJECT'), n3->(n8, 'REJECT'), n4->(n10, 'CHANGE DIAGN'), n5->(n10, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'CODE ERROR', 'REJECT', 'REOPEN', 'CHANGE DIAGN'], ['CODE ERROR', 'STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
80,Hospital Billing - Event Log.59a61444-0446-443b-8214-4ba9c6919ae9.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REOPEN'), (n7, 'REJECT'), (n8, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n2, (n6, 'REOPEN')->n4, (n7, 'REJECT')->n1, (n7, 'REJECT')->n3, n1->(n6, 'REOPEN'), n2->(n7, 'REJECT'), n3->(n8, 'CHANGE DIAGN'), n4->(n8, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
81,Hospital Billing - Event Log.a362db75-9bbf-4263-8081-331acf60b2cb.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'DELETE'), (n7, 'REOPEN'), (n8, 'REJECT'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n2, (n7, 'REOPEN')->n3, (n7, 'REOPEN')->n4, (n8, 'REJECT')->n1, n1->(n7, 'REOPEN'), n2->(n8, 'REJECT'), n3->(n6, 'DELETE'), n4->(n9, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REJECT', 'REOPEN', 'DELETE', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN', 'DELETE']]"
82,Hospital Billing - Event Log.c2ce17ac-308b-402e-9bfb-c2dbee181e0e.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'REOPEN'), (n8, 'CODE NOK') ]
arcs: [ (n6, 'REJECT')->n1, (n6, 'REJECT')->n2, (n7, 'REOPEN')->n4, (n8, 'CODE NOK')->n3, n1->(n7, 'REOPEN'), n2->(n5, 'DELETE'), n3->(n6, 'REJECT'), n4->(n5, 'DELETE') ], [], [])","[['CODE NOK', 'REJECT', 'REOPEN', 'DELETE']]"
83,Hospital Billing - Event Log.9293af4f-0ae6-4500-86d4-336eb8c255dd.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'DELETE'), (n7, 'REOPEN'), (n8, 'REJECT'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n1, (n5, 'STORNO')->n2, (n7, 'REOPEN')->n4, (n8, 'REJECT')->n3, n1->(n8, 'REJECT'), n2->(n7, 'REOPEN'), n3->(n6, 'DELETE'), n4->(n9, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REOPEN', 'CHANGE DIAGN', 'REJECT', 'DELETE'], ['STORNO', 'REJECT', 'REOPEN', 'DELETE', 'CHANGE DIAGN'], ['STORNO', 'REOPEN', 'REJECT', 'CHANGE DIAGN', 'DELETE'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN', 'DELETE'], ['STORNO', 'REOPEN', 'REJECT', 'DELETE', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'DELETE', 'REOPEN', 'CHANGE DIAGN']]"
84,Hospital Billing - Event Log.c56c1d71-eb84-4b30-8c7d-5cb97dfd265d.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REOPEN'), (n7, 'REJECT'), (n8, 'CODE ERROR'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n1, (n6, 'REOPEN')->n4, (n7, 'REJECT')->n3, (n8, 'CODE ERROR')->n2, n1->(n6, 'REOPEN'), n2->(n7, 'REJECT'), n3->(n9, 'CHANGE DIAGN'), n4->(n9, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'CODE ERROR', 'REJECT', 'REOPEN', 'CHANGE DIAGN'], ['STORNO', 'REOPEN', 'CODE ERROR', 'REJECT', 'CHANGE DIAGN'], ['STORNO', 'CODE ERROR', 'REOPEN', 'REJECT', 'CHANGE DIAGN'], ['CODE ERROR', 'REJECT', 'STORNO', 'REOPEN', 'CHANGE DIAGN'], ['CODE ERROR', 'STORNO', 'REOPEN', 'REJECT', 'CHANGE DIAGN'], ['CODE ERROR', 'STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
85,Hospital Billing - Event Log.156667d6-b016-4034-8a7c-4c4b501bf8ed.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'DELETE'), (n7, 'REJECT'), (n8, 'REOPEN'), (n9, 'CODE NOK') ]
arcs: [ (n5, 'STORNO')->n2, (n7, 'REJECT')->n1, (n7, 'REJECT')->n3, (n9, 'CODE NOK')->n4, n1->(n8, 'REOPEN'), n2->(n7, 'REJECT'), n3->(n6, 'DELETE'), n4->(n7, 'REJECT') ], [], [])","[['CODE NOK', 'STORNO', 'REJECT', 'REOPEN', 'DELETE'], ['CODE NOK', 'STORNO', 'REJECT', 'DELETE', 'REOPEN'], ['STORNO', 'CODE NOK', 'REJECT', 'REOPEN', 'DELETE'], ['STORNO', 'CODE NOK', 'REJECT', 'DELETE', 'REOPEN']]"
86,Hospital Billing - Event Log.a3b2b4d4-a50f-494a-b29a-906cb3036073.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REOPEN'), (n7, 'REJECT'), (n8, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n1, (n5, 'STORNO')->n2, (n6, 'REOPEN')->n4, (n7, 'REJECT')->n3, n1->(n7, 'REJECT'), n2->(n6, 'REOPEN'), n3->(n8, 'CHANGE DIAGN'), n4->(n8, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REOPEN', 'REJECT', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
87,Hospital Billing - Event Log.5e9e3dcf-d322-4b16-88c1-2280b7f5a529.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n1, (n4, 'STORNO')->n2, (n6, 'REJECT')->n3, n1->(n5, 'DELETE'), n2->(n6, 'REJECT'), n3->(n7, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REJECT', 'CHANGE DIAGN', 'DELETE'], ['STORNO', 'DELETE', 'REJECT', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'DELETE', 'CHANGE DIAGN']]"
88,Hospital Billing - Event Log.cbbbf7ac-9cd0-46cb-bba2-2da4765daa45.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REOPEN'), (n7, 'REJECT'), (n8, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n2, (n5, 'STORNO')->n3, (n6, 'REOPEN')->n4, (n7, 'REJECT')->n1, n1->(n6, 'REOPEN'), n2->(n7, 'REJECT'), n3->(n6, 'REOPEN'), n4->(n8, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
89,Hospital Billing - Event Log.dd245fee-7fe0-4625-a765-42262eed073a.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'STORNO'), (n6, 'REJECT'), (n7, 'REOPEN') ]
arcs: [ (n5, 'STORNO')->n1, (n6, 'REJECT')->n2, (n7, 'REOPEN')->n3, n1->(n7, 'REOPEN'), n2->(n4, 'DELETE'), n3->(n4, 'DELETE') ], [], [])","[['STORNO', 'REOPEN', 'REJECT', 'DELETE'], ['STORNO', 'REJECT', 'REOPEN', 'DELETE'], ['REJECT', 'STORNO', 'REOPEN', 'DELETE']]"
90,Hospital Billing - Event Log.e50e471c-f175-49f5-93f1-89b3e97f0a45.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REOPEN'), (n6, 'CODE NOK'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n5, 'REOPEN')->n3, (n6, 'CODE NOK')->n1, (n7, 'CHANGE DIAGN')->n2, n1->(n4, 'DELETE'), n2->(n5, 'REOPEN'), n3->(n4, 'DELETE') ], [], [])","[['CODE NOK', 'CHANGE DIAGN', 'REOPEN', 'DELETE'], ['CHANGE DIAGN', 'CODE NOK', 'REOPEN', 'DELETE'], ['CHANGE DIAGN', 'REOPEN', 'CODE NOK', 'DELETE']]"
91,Hospital Billing - Event Log.da193469-15c8-41c7-93ad-879d31578163.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REOPEN'), (n6, 'CODE NOK'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n5, 'REOPEN')->n3, (n6, 'CODE NOK')->n2, (n7, 'CHANGE DIAGN')->n1, n1->(n6, 'CODE NOK'), n2->(n4, 'DELETE'), n3->(n4, 'DELETE') ], [], [])","[['REOPEN', 'CHANGE DIAGN', 'CODE NOK', 'DELETE'], ['CHANGE DIAGN', 'CODE NOK', 'REOPEN', 'DELETE'], ['CHANGE DIAGN', 'REOPEN', 'CODE NOK', 'DELETE']]"
92,Hospital Billing - Event Log.213dab7b-5d16-4ae1-a47f-6d0513dd812e.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'SET STATUS') ]
arcs: [ (n5, 'REJECT')->n1, (n6, 'REOPEN')->n2, (n7, 'SET STATUS')->n3, n1->(n6, 'REOPEN'), n2->(n4, 'DELETE'), n3->(n6, 'REOPEN') ], [], [])","[['REJECT', 'SET STATUS', 'REOPEN', 'DELETE'], ['SET STATUS', 'REJECT', 'REOPEN', 'DELETE']]"
93,Hospital Billing - Event Log.88c101db-e9f3-4400-a8fe-25b954b89d92.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'SET STATUS') ]
arcs: [ (n4, 'STORNO')->n2, (n5, 'REJECT')->n1, (n5, 'REJECT')->n3, n1->(n6, 'REOPEN'), n2->(n5, 'REJECT'), n3->(n7, 'SET STATUS') ], [], [])","[['STORNO', 'REJECT', 'SET STATUS', 'REOPEN'], ['STORNO', 'REJECT', 'REOPEN', 'SET STATUS']]"
94,Hospital Billing - Event Log.633e5d39-155b-4a08-ac42-13f8e8259dd6.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'CHANGE DIAGN'), (n6, 'STORNO'), (n7, 'DELETE'), (n8, 'REOPEN'), (n9, 'REJECT') ]
arcs: [ (n6, 'STORNO')->n2, (n6, 'STORNO')->n3, (n8, 'REOPEN')->n4, (n8, 'REOPEN')->n5, (n9, 'REJECT')->n1, n1->(n8, 'REOPEN'), n2->(n9, 'REJECT'), n3->(n8, 'REOPEN'), n4->(n7, 'DELETE'), n5->(n10, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REJECT', 'REOPEN', 'DELETE', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN', 'DELETE']]"
95,Hospital Billing - Event Log.55233922-b622-4d19-8939-91a79c292b2a.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'DELETE'), (n7, 'REOPEN'), (n8, 'REJECT'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n2, (n7, 'REOPEN')->n4, (n8, 'REJECT')->n1, (n8, 'REJECT')->n3, n1->(n7, 'REOPEN'), n2->(n8, 'REJECT'), n3->(n6, 'DELETE'), n4->(n9, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REJECT', 'DELETE', 'REOPEN', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN', 'DELETE'], ['STORNO', 'REJECT', 'REOPEN', 'DELETE', 'CHANGE DIAGN']]"
96,Hospital Billing - Event Log.54233753-a15a-4886-ac44-9698c58a2d09.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'DELETE'), (n7, 'REJECT'), (n8, 'REOPEN'), (n9, 'CODE NOK') ]
arcs: [ (n5, 'STORNO')->n2, (n7, 'REJECT')->n1, (n8, 'REOPEN')->n4, (n9, 'CODE NOK')->n3, n1->(n8, 'REOPEN'), n2->(n8, 'REOPEN'), n3->(n7, 'REJECT'), n4->(n6, 'DELETE') ], [], [])","[['STORNO', 'CODE NOK', 'REJECT', 'REOPEN', 'DELETE'], ['CODE NOK', 'REJECT', 'STORNO', 'REOPEN', 'DELETE'], ['CODE NOK', 'STORNO', 'REJECT', 'REOPEN', 'DELETE']]"
97,Hospital Billing - Event Log.9f88ae86-1c5b-412d-a69d-a0e97696f65f.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REOPEN'), (n6, 'REJECT'), (n7, 'SET STATUS') ]
arcs: [ (n6, 'REJECT')->n3, (n7, 'SET STATUS')->n1, (n7, 'SET STATUS')->n2, n1->(n4, 'DELETE'), n2->(n5, 'REOPEN'), n3->(n7, 'SET STATUS') ], [], [])","[['REJECT', 'SET STATUS', 'REOPEN', 'DELETE'], ['REJECT', 'SET STATUS', 'DELETE', 'REOPEN']]"
98,Hospital Billing - Event Log.de6738ab-e4bf-4ff6-a627-19773e25f6bb.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REOPEN'), (n7, 'REJECT'), (n8, 'CODE ERROR'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n2, (n6, 'REOPEN')->n4, (n7, 'REJECT')->n1, (n8, 'CODE ERROR')->n3, n1->(n6, 'REOPEN'), n2->(n7, 'REJECT'), n3->(n6, 'REOPEN'), n4->(n9, 'CHANGE DIAGN') ], [], [])","[['CODE ERROR', 'STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'CODE ERROR', 'REOPEN', 'CHANGE DIAGN'], ['STORNO', 'CODE ERROR', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
99,Hospital Billing - Event Log.e7b61f09-0f55-445f-a202-46a8a95167f2.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REOPEN'), (n7, 'REJECT'), (n8, 'CODE ERROR'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n3, (n6, 'REOPEN')->n4, (n7, 'REJECT')->n1, (n8, 'CODE ERROR')->n2, n1->(n6, 'REOPEN'), n2->(n7, 'REJECT'), n3->(n9, 'CHANGE DIAGN'), n4->(n9, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'CODE ERROR', 'REJECT', 'REOPEN', 'CHANGE DIAGN'], ['CODE ERROR', 'STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN'], ['CODE ERROR', 'REJECT', 'REOPEN', 'STORNO', 'CHANGE DIAGN'], ['CODE ERROR', 'REJECT', 'STORNO', 'REOPEN', 'CHANGE DIAGN']]"
